transcript,incident_type,address,city,zipcode,casualties,reporting_time,reporter
Speaker 2: There's a kitchen fire at 2911 S OLD STATE RD Area2-C1. Casualties reported: elderly person trapped,kitchen fire,2911 S OLD STATE RD Area2-C1,DELAWARE,43015,elderly person trapped,2025-01-08T05:40:11.354513,Speaker 2
Speaker 4: There's a industrial fire at 453 ROCHDALE RUN. No one is hurt.,industrial fire,453 ROCHDALE RUN,DELAWARE,43015,none,2024-04-27T21:52:11.354566,Speaker 4
Speaker 1: There's a false alarm at 219 HANOVER CT. Casualties reported: children trapped,false alarm,219 HANOVER CT,DELAWARE,43015,children trapped,2024-06-05T15:22:11.354621,Speaker 1
Speaker 2: There's a electrical fire at 4541 BOWTOWN RD. Casualties reported: pets inside,electrical fire,4541 BOWTOWN RD,DELAWARE,43015,pets inside,2024-10-18T15:10:11.354675,Speaker 2
Speaker 1: There's a structure fire at 1721 STINSON RD. Casualties reported: children trapped,structure fire,1721 STINSON RD,DELAWARE,43015,children trapped,2024-04-14T23:39:11.354729,Speaker 1
Speaker 3: There's a vehicle fire at 139 EQUESTRIAN WAY. Casualties reported: elderly person trapped,vehicle fire,139 EQUESTRIAN WAY,DELAWARE,43015,elderly person trapped,2024-05-11T08:09:11.354784,Speaker 3
Speaker 4: There's a kitchen fire at 21 S SANDUSKY ST APT 26. Casualties reported: caller escaped alone,kitchen fire,21 S SANDUSKY ST APT 26,DELAWARE,43015,caller escaped alone,2024-11-05T21:22:11.354837,Speaker 4
Speaker 3: There's a gas leak at 1899 HYATTS RD. Casualties reported: children trapped,gas leak,1899 HYATTS RD,DELAWARE,43015,children trapped,2024-08-09T12:31:11.354890,Speaker 3
Speaker 4: There's a vehicle fire at 100 GEORGETOWNE DR APT 217. Casualties reported: pets inside,vehicle fire,100 GEORGETOWNE DR APT 217,DELAWARE,43015,pets inside,2025-01-29T04:57:11.354943,Speaker 4
Speaker 2: There's a structure fire at 309 TIPPERARY LOOP. Casualties reported: pets inside,structure fire,309 TIPPERARY LOOP,DELAWARE,43015,pets inside,2024-05-07T15:01:11.354995,Speaker 2
Speaker 4: There's a vehicle fire at 7505 OVERLAND TRL. Casualties reported: caller trapped,vehicle fire,7505 OVERLAND TRL,DELAWARE,43015,caller trapped,2024-10-22T17:49:11.355048,Speaker 4
Speaker 2: There's a kitchen fire at 295 TAR HEEL DR. Casualties reported: caller escaped alone,kitchen fire,295 TAR HEEL DR,DELAWARE,43015,caller escaped alone,2024-10-15T03:10:11.355101,Speaker 2
Speaker 3: There's a structure fire at 659 LEHNER WOODS BLVD. Casualties reported: pets inside,structure fire,659 LEHNER WOODS BLVD,DELAWARE,43015,pets inside,2024-04-26T21:32:11.355152,Speaker 3
Speaker 2: There's a structure fire at 333 LINWOOD ST. Casualties reported: elderly person trapped,structure fire,333 LINWOOD ST,DELAWARE,43015,elderly person trapped,2025-03-22T15:25:11.355209,Speaker 2
Speaker 1: There's a industrial fire at 6090 FARMSTEAD LN. Casualties reported: elderly person trapped,industrial fire,6090 FARMSTEAD LN,DELAWARE,43015,elderly person trapped,2024-06-01T20:30:11.355272,Speaker 1
Speaker 4: There's a electrical fire at 481 TRACE DR. Casualties reported: caller escaped alone,electrical fire,481 TRACE DR,DELAWARE,43015,caller escaped alone,2025-02-16T22:39:11.355326,Speaker 4
Speaker 4: There's a industrial fire at 3041 CURVE RD. Casualties reported: elderly person trapped,industrial fire,3041 CURVE RD,DELAWARE,43015,elderly person trapped,2024-12-03T15:35:11.355380,Speaker 4
Speaker 1: There's a false alarm at 131 DIVERSTON WAY. Casualties reported: unknown number trapped,false alarm,131 DIVERSTON WAY,DELAWARE,43015,unknown number trapped,2024-06-07T23:08:11.355435,Speaker 1
Speaker 4: There's a kitchen fire at 65 NEIL ST APT 6. No one is hurt.,kitchen fire,65 NEIL ST APT 6,DELAWARE,43015,none,2024-08-03T14:39:11.355512,Speaker 4
Speaker 4: There's a industrial fire at 216 ROCKMILL ST. Casualties reported: pets inside,industrial fire,216 ROCKMILL ST,DELAWARE,43015,pets inside,2024-11-12T21:54:11.355568,Speaker 4
Speaker 2: There's a false alarm at 210 DELAWARE DR. Casualties reported: pets inside,false alarm,210 DELAWARE DR,DELAWARE,43015,pets inside,2025-03-30T12:26:11.355622,Speaker 2
Speaker 1: There's a vehicle fire at 190 BENDELOW CT. Casualties reported: unknown number trapped,vehicle fire,190 BENDELOW CT,DELAWARE,43015,unknown number trapped,2024-12-13T03:44:11.355678,Speaker 1
Speaker 4: There's a gas leak at 185 GRISWOLD ST. Casualties reported: elderly person trapped,gas leak,185 GRISWOLD ST,DELAWARE,43015,elderly person trapped,2024-05-29T16:59:11.355731,Speaker 4
Speaker 2: There's a electrical fire at 131 TINLEY PARK CIR. Casualties reported: caller trapped,electrical fire,131 TINLEY PARK CIR,DELAWARE,43015,caller trapped,2024-05-11T12:21:11.355785,Speaker 2
Speaker 1: There's a false alarm at 467 W CENTRAL AVE. Casualties reported: unknown number trapped,false alarm,467 W CENTRAL AVE,DELAWARE,43015,unknown number trapped,2024-06-19T00:29:11.355839,Speaker 1
Speaker 3: There's a vehicle fire at 323 FEDERAL CIR. Casualties reported: caller trapped,vehicle fire,323 FEDERAL CIR,DELAWARE,43015,caller trapped,2024-07-09T05:21:11.355891,Speaker 3
Speaker 2: There's a structure fire at 70 CAMPBELL ST. Casualties reported: elderly person trapped,structure fire,70 CAMPBELL ST,DELAWARE,43015,elderly person trapped,2025-02-09T23:37:11.355945,Speaker 2
Speaker 3: There's a industrial fire at 575 HOME RD. Casualties reported: elderly person trapped,industrial fire,575 HOME RD,DELAWARE,43015,elderly person trapped,2024-09-18T17:54:11.355998,Speaker 3
Speaker 3: There's a vehicle fire at 4640 MAYNARD RD. No one is hurt.,vehicle fire,4640 MAYNARD RD,DELAWARE,43015,none,2024-11-27T22:45:11.356052,Speaker 3
Speaker 2: There's a gas leak at 300 CHELSEA ST APT 309. Casualties reported: unknown number trapped,gas leak,300 CHELSEA ST APT 309,DELAWARE,43015,unknown number trapped,2024-04-28T08:44:11.356106,Speaker 2
Speaker 3: There's a wildfire at 2816 BERLIN MANOR DR. Casualties reported: pets inside,wildfire,2816 BERLIN MANOR DR,DELAWARE,43015,pets inside,2025-03-07T02:18:11.356160,Speaker 3
Speaker 2: There's a kitchen fire at 2911 S OLD STATE RD Area2-A34. Casualties reported: caller trapped,kitchen fire,2911 S OLD STATE RD Area2-A34,DELAWARE,43015,caller trapped,2024-08-27T10:28:11.356214,Speaker 2
Speaker 4: There's a structure fire at 2020 SCENIC BLUFF CT. Casualties reported: children trapped,structure fire,2020 SCENIC BLUFF CT,DELAWARE,43015,children trapped,2024-10-13T06:25:11.356272,Speaker 4
Speaker 2: There's a gas leak at 937 MAKETEWAH DR. Casualties reported: elderly person trapped,gas leak,937 MAKETEWAH DR,DELAWARE,43015,elderly person trapped,2025-01-15T03:25:11.356335,Speaker 2
Speaker 3: There's a gas leak at 3690 BYERS RD. Casualties reported: unknown number trapped,gas leak,3690 BYERS RD,DELAWARE,43015,unknown number trapped,2024-09-02T10:44:11.356388,Speaker 3
Speaker 3: There's a false alarm at 85 BLYMER ST. Casualties reported: children trapped,false alarm,85 BLYMER ST,DELAWARE,43015,children trapped,2024-09-11T00:18:11.356443,Speaker 3
Speaker 2: There's a wildfire at 258 RICHARDS CIR. Casualties reported: caller trapped,wildfire,258 RICHARDS CIR,DELAWARE,43015,caller trapped,2025-03-17T17:42:11.356496,Speaker 2
Speaker 2: There's a gas leak at 67 FIRENZE RD. Casualties reported: pets inside,gas leak,67 FIRENZE RD,DELAWARE,43015,pets inside,2024-12-27T22:29:11.356569,Speaker 2
Speaker 4: There's a kitchen fire at 100 GEORGETOWNE DR APT 218. Casualties reported: caller trapped,kitchen fire,100 GEORGETOWNE DR APT 218,DELAWARE,43015,caller trapped,2025-02-25T20:19:11.356627,Speaker 4
Speaker 1: There's a structure fire at 200 COURAGE CT. Casualties reported: caller trapped,structure fire,200 COURAGE CT,DELAWARE,43015,caller trapped,2025-01-24T06:04:11.356681,Speaker 1
Speaker 3: There's a gas leak at 3190 S OLD STATE RD LOT 315. Casualties reported: caller escaped alone,gas leak,3190 S OLD STATE RD LOT 315,DELAWARE,43015,caller escaped alone,2025-03-26T19:56:11.356734,Speaker 3
Speaker 1: There's a vehicle fire at 275 WYMAN LAKE DR. No one is hurt.,vehicle fire,275 WYMAN LAKE DR,DELAWARE,43015,none,2024-04-29T06:37:11.356786,Speaker 1
Speaker 2: There's a vehicle fire at 56 NORTHWOOD DR. No one is hurt.,vehicle fire,56 NORTHWOOD DR,DELAWARE,43015,none,2024-08-08T17:34:11.356839,Speaker 2
Speaker 1: There's a wildfire at 184 STONHOPE DR. No one is hurt.,wildfire,184 STONHOPE DR,DELAWARE,43015,none,2025-01-31T00:03:11.356894,Speaker 1
Speaker 2: There's a kitchen fire at 7400 OVERLAND TRL. No one is hurt.,kitchen fire,7400 OVERLAND TRL,DELAWARE,43015,none,2024-07-30T18:50:11.356947,Speaker 2
Speaker 2: There's a gas leak at 3626 CURVE RD. Casualties reported: pets inside,gas leak,3626 CURVE RD,DELAWARE,43015,pets inside,2025-03-01T15:06:11.357001,Speaker 2
Speaker 4: There's a false alarm at 4311 REED PKWY. Casualties reported: children trapped,false alarm,4311 REED PKWY,DELAWARE,43015,children trapped,2024-07-28T02:26:11.357055,Speaker 4
Speaker 1: There's a structure fire at 2911 S OLD STATE RD Area2-E7. Casualties reported: caller escaped alone,structure fire,2911 S OLD STATE RD Area2-E7,DELAWARE,43015,caller escaped alone,2024-07-02T06:30:11.357108,Speaker 1
Speaker 4: There's a electrical fire at 311 QUARATA DR. Casualties reported: pets inside,electrical fire,311 QUARATA DR,DELAWARE,43015,pets inside,2025-01-12T03:27:11.357161,Speaker 4
Speaker 3: There's a gas leak at 874 BALLATER DR. Casualties reported: caller trapped,gas leak,874 BALLATER DR,DELAWARE,43015,caller trapped,2024-07-25T18:58:11.357213,Speaker 3
Speaker 3: There's a kitchen fire at 132 E CENTRAL AVE. Casualties reported: unknown number trapped,kitchen fire,132 E CENTRAL AVE,DELAWARE,43015,unknown number trapped,2024-11-29T07:47:11.357266,Speaker 3
Speaker 2: There's a industrial fire at 170 SARATOGA ST. Casualties reported: unknown number trapped,industrial fire,170 SARATOGA ST,DELAWARE,43015,unknown number trapped,2025-01-12T23:28:11.357318,Speaker 2
Speaker 2: There's a electrical fire at 440 ABLEMARLE CIR. Casualties reported: unknown number trapped,electrical fire,440 ABLEMARLE CIR,DELAWARE,43015,unknown number trapped,2024-11-01T18:52:11.357391,Speaker 2
Speaker 2: There's a gas leak at 118 MUIRWOOD VILLAGE DR. Casualties reported: elderly person trapped,gas leak,118 MUIRWOOD VILLAGE DR,DELAWARE,43015,elderly person trapped,2024-05-15T14:12:11.357445,Speaker 2
Speaker 2: There's a vehicle fire at 1100 NOTCHBROOK DR. Casualties reported: unknown number trapped,vehicle fire,1100 NOTCHBROOK DR,DELAWARE,43015,unknown number trapped,2024-11-28T23:08:11.357496,Speaker 2
Speaker 2: There's a wildfire at 157 CANDLEBERRY CT. No one is hurt.,wildfire,157 CANDLEBERRY CT,DELAWARE,43015,none,2024-04-04T12:36:11.357549,Speaker 2
Speaker 1: There's a kitchen fire at 3190 S OLD STATE RD LOT 604. Casualties reported: pets inside,kitchen fire,3190 S OLD STATE RD LOT 604,DELAWARE,43015,pets inside,2024-05-07T21:52:11.357605,Speaker 1
Speaker 4: There's a structure fire at 51 COLQUITT CT. Casualties reported: children trapped,structure fire,51 COLQUITT CT,DELAWARE,43015,children trapped,2024-07-01T13:02:11.357676,Speaker 4
Speaker 3: There's a structure fire at 511 MAGNOLIA DR. Casualties reported: children trapped,structure fire,511 MAGNOLIA DR,DELAWARE,43015,children trapped,2024-05-27T20:36:11.357731,Speaker 3
Speaker 2: There's a structure fire at 179 W WINTER ST. Casualties reported: caller trapped,structure fire,179 W WINTER ST,DELAWARE,43015,caller trapped,2024-08-03T15:11:11.357784,Speaker 2
Speaker 1: There's a industrial fire at 4574 WARRENSBURG RD. Casualties reported: elderly person trapped,industrial fire,4574 WARRENSBURG RD,DELAWARE,43015,elderly person trapped,2024-04-16T06:44:11.357860,Speaker 1
Speaker 1: There's a wildfire at 56 TROY RD. Casualties reported: caller trapped,wildfire,56 TROY RD,DELAWARE,43015,caller trapped,2024-06-09T09:20:11.357917,Speaker 1
Speaker 1: There's a false alarm at 777 W ORANGE RD. Casualties reported: elderly person trapped,false alarm,777 W ORANGE RD,DELAWARE,43015,elderly person trapped,2025-02-03T15:37:11.357972,Speaker 1
Speaker 3: There's a electrical fire at 1101 CURVE RD. Casualties reported: caller escaped alone,electrical fire,1101 CURVE RD,DELAWARE,43015,caller escaped alone,2024-10-03T20:14:11.358027,Speaker 3
Speaker 2: There's a wildfire at 552 BIRCHARD AVE. Casualties reported: caller escaped alone,wildfire,552 BIRCHARD AVE,DELAWARE,43015,caller escaped alone,2024-09-09T14:12:11.358081,Speaker 2
Speaker 1: There's a vehicle fire at 191 BEVAN WAY. Casualties reported: elderly person trapped,vehicle fire,191 BEVAN WAY,DELAWARE,43015,elderly person trapped,2024-06-25T14:37:11.358134,Speaker 1
Speaker 2: There's a electrical fire at 3 W CENTRAL AVE. Casualties reported: caller trapped,electrical fire,3 W CENTRAL AVE,DELAWARE,43015,caller trapped,2025-03-04T21:23:11.358188,Speaker 2
Speaker 2: There's a wildfire at 159 SPRINGER WOODS BLVD. Casualties reported: unknown number trapped,wildfire,159 SPRINGER WOODS BLVD,DELAWARE,43015,unknown number trapped,2024-06-19T08:32:11.358240,Speaker 2
Speaker 4: There's a gas leak at 393 OLENTANGY CROSSINGS W. Casualties reported: unknown number trapped,gas leak,393 OLENTANGY CROSSINGS W,DELAWARE,43015,unknown number trapped,2024-07-09T01:58:11.358294,Speaker 4
Speaker 1: There's a false alarm at 1266 STRATFORD RD. Casualties reported: children trapped,false alarm,1266 STRATFORD RD,DELAWARE,43015,children trapped,2024-08-19T10:24:11.358346,Speaker 1
Speaker 1: There's a gas leak at 4586 KLONDIKE RD. Casualties reported: caller trapped,gas leak,4586 KLONDIKE RD,DELAWARE,43015,caller trapped,2025-03-12T00:07:11.358399,Speaker 1
Speaker 3: There's a kitchen fire at 853 OAKLEY DR. Casualties reported: elderly person trapped,kitchen fire,853 OAKLEY DR,DELAWARE,43015,elderly person trapped,2024-05-21T07:08:11.358470,Speaker 3
Speaker 2: There's a gas leak at 230 VIA VENETO. Casualties reported: unknown number trapped,gas leak,230 VIA VENETO,DELAWARE,43015,unknown number trapped,2024-10-17T22:09:11.358526,Speaker 2
Speaker 4: There's a kitchen fire at 137 BUNTY STATION RD. Casualties reported: children trapped,kitchen fire,137 BUNTY STATION RD,DELAWARE,43015,children trapped,2025-03-19T03:06:11.358578,Speaker 4
Speaker 2: There's a gas leak at 207 PINOAK CT. Casualties reported: elderly person trapped,gas leak,207 PINOAK CT,DELAWARE,43015,elderly person trapped,2024-05-03T12:46:11.358631,Speaker 2
Speaker 4: There's a structure fire at 197 VILLAGE GATE BLVD. Casualties reported: elderly person trapped,structure fire,197 VILLAGE GATE BLVD,DELAWARE,43015,elderly person trapped,2024-08-03T09:30:11.358702,Speaker 4
Speaker 3: There's a wildfire at 657 EXECUTIVE BLVD. No one is hurt.,wildfire,657 EXECUTIVE BLVD,DELAWARE,43015,none,2024-07-29T06:14:11.358772,Speaker 3
Speaker 4: There's a kitchen fire at 455 GARNET RANCH DR. No one is hurt.,kitchen fire,455 GARNET RANCH DR,DELAWARE,43015,none,2024-05-15T11:41:11.358826,Speaker 4
Speaker 2: There's a vehicle fire at 4410 BYERS RD. Casualties reported: unknown number trapped,vehicle fire,4410 BYERS RD,DELAWARE,43015,unknown number trapped,2024-05-06T07:47:11.358881,Speaker 2
Speaker 1: There's a wildfire at 259 SILVER BRANCH DR. No one is hurt.,wildfire,259 SILVER BRANCH DR,DELAWARE,43015,none,2025-03-27T01:13:11.358940,Speaker 1
Speaker 4: There's a vehicle fire at 36 FLAX ST STE 301. Casualties reported: caller trapped,vehicle fire,36 FLAX ST STE 301,DELAWARE,43015,caller trapped,2024-07-14T10:29:11.358994,Speaker 4
Speaker 4: There's a false alarm at 2782 CLEO ST. Casualties reported: unknown number trapped,false alarm,2782 CLEO ST,DELAWARE,43015,unknown number trapped,2025-03-25T06:11:11.359047,Speaker 4
Speaker 2: There's a false alarm at 50 CHANNING ST. Casualties reported: unknown number trapped,false alarm,50 CHANNING ST,DELAWARE,43015,unknown number trapped,2024-09-26T04:52:11.359098,Speaker 2
Speaker 4: There's a false alarm at 60 TANGLEWOOD DR APT 22. Casualties reported: caller escaped alone,false alarm,60 TANGLEWOOD DR APT 22,DELAWARE,43015,caller escaped alone,2024-08-05T11:02:11.359151,Speaker 4
Speaker 1: There's a gas leak at 133 HILLS-MILLER RD. Casualties reported: caller trapped,gas leak,133 HILLS-MILLER RD,DELAWARE,43015,caller trapped,2024-09-22T09:36:11.359203,Speaker 1
Speaker 1: There's a electrical fire at 562 MAIN RD. Casualties reported: unknown number trapped,electrical fire,562 MAIN RD,DELAWARE,43015,unknown number trapped,2024-08-12T16:26:11.359255,Speaker 1
Speaker 4: There's a structure fire at 538 RUTHERFORD AVE. Casualties reported: caller trapped,structure fire,538 RUTHERFORD AVE,DELAWARE,43015,caller trapped,2024-10-26T13:06:11.359308,Speaker 4
Speaker 3: There's a kitchen fire at 130 VILLAGE GATE BLVD. No one is hurt.,kitchen fire,130 VILLAGE GATE BLVD,DELAWARE,43015,none,2024-09-17T18:23:11.359361,Speaker 3
Speaker 4: There's a gas leak at 234 VIA VENETO. Casualties reported: elderly person trapped,gas leak,234 VIA VENETO,DELAWARE,43015,elderly person trapped,2024-10-28T11:24:11.359413,Speaker 4
Speaker 2: There's a vehicle fire at 309 W HULL DR. Casualties reported: children trapped,vehicle fire,309 W HULL DR,DELAWARE,43015,children trapped,2024-12-04T00:57:11.359466,Speaker 2
Speaker 4: There's a vehicle fire at 277 PINECREST DR. Casualties reported: unknown number trapped,vehicle fire,277 PINECREST DR,DELAWARE,43015,unknown number trapped,2024-08-06T22:14:11.359532,Speaker 4
Speaker 2: There's a structure fire at 693 PATCH REEF DR. Casualties reported: elderly person trapped,structure fire,693 PATCH REEF DR,DELAWARE,43015,elderly person trapped,2025-02-01T23:29:11.359588,Speaker 2
Speaker 1: There's a gas leak at 58 WINSTON RD. Casualties reported: caller escaped alone,gas leak,58 WINSTON RD,DELAWARE,43015,caller escaped alone,2024-08-05T08:08:11.359640,Speaker 1
Speaker 2: There's a false alarm at 7742 DICKENS CT. Casualties reported: caller trapped,false alarm,7742 DICKENS CT,DELAWARE,43015,caller trapped,2025-01-07T12:30:11.359693,Speaker 2
Speaker 2: There's a structure fire at 6061 MOORE RD. Casualties reported: elderly person trapped,structure fire,6061 MOORE RD,DELAWARE,43015,elderly person trapped,2024-07-25T22:27:11.359764,Speaker 2
